id_venda;data_venda;loja;categoria;produto;quantidade;preco_unitario;valor_total;forma_pagamento;canal;tempo_preparo_min;avaliacao_cliente
100139;16/01/2025;Casa Forte;Salgado;Tapioca;1;14,00;14,00;Débito;App;9,7;4
100001;21/03/2025;Casa Forte;Bebida quente;Cappuccino;1;12,00;12,00;Débito;Delivery;4,8;4
100081;15/03/2025;Espinheiro;Salgado;Pão de queijo;2;7,00;14,00;Crédito;App;8,5;3
100949;03/03/2025;boa viagem;Bebida quente;Latte;2;15,12;30,24;Pix;Balcão;5,2;5
100269;04/01/2025;Boa Viagem;Bebida quente;Latte;1;15,12;15,12;Dinheiro;Balcão;3,5;4
101099;31/01/2025;Recife Antigo;Bebida quente;Chá artesanal;1;8,55;8,55;Dinheiro;Balcão;6,4;5
100290;01/06/2025;Boa Viagem;Bebida quente;Chá artesanal;2;10,08;20,16;Débito;Balcão;6,6;5
100162;11/02/2025;Boa Viagem;Bebida quente;Latte;1;15,12;15,12;Pix;Delivery;9,1;5
100528;20/05/2025;Casa Forte;Bebida quente;Latte;1;13,50;13,50;Débito;Balcão;8,6;4
100255;16/05/2025;Espinheiro;Bebida quente;Chá artesanal;4;9,00;36,00;Débito;Balcão;4,8;2
100169;22/06/2025;Espinheiro;Bebida quente;Chá artesanal;2;9,00;18,00;Pix;Delivery;6,1;5
100506;27/02/2025;Casa Forte;Bebida quente;Latte;2;13,50;27,00;Pix;Balcão;7,4;4
101105;21/05/2025;Espinheiro;Salgado;Tapioca;2;14,00;28,00;Crédito;Balcão;5,7;3
101118;19/02/2025;Casa Forte;Bebida quente;Café expresso;1;6,50;6,50;Crédito;Delivery;11,0;4
101007;28/02/2025;Boa Viagem;Salgado;Tapioca;4;15,68;62,72;Pix;Balcão;6,1;4
100350;22/04/2025;Espinheiro;Bebida quente;Cappuccino;1;12,00;12,00;Pix;Balcão;6,4;5
100324;03/06/2025;Espinheiro;Salgado;Tapioca;2;14,00;28,00;Débito;Delivery;8,2;5
100514;02/03/2025;Espinheiro;Bebida quente;Cappuccino;2;12,00;24,00;Pix;Delivery;5,7;4
100221;30/03/2025;Recife Antigo;Salgado;Tapioca;;13,30;53,20;Crédito;Delivery;9,3;5
100099;24/06/2025;Espinheiro;Bebida quente;Latte;1;13,50;13,50;Crédito;Balcão;6,1;5
100638;21/05/2025;Casa Forte;Salgado;Pão de queijo;3;7,00;21,00;Pix;Balcão;10,0;3
100785;07/03/2025;Casa Forte;Bebida quente;Cappuccino;1;12,00;12,00;Crédito;Delivery;7,5;4
100323;07/04/2025;Casa Forte;Bebida gelada;Água de coco;3;8,00;24,00;Dinheiro;App;8,3;4
101187;29/06/2025;Boa Viagem;Bebida quente;Café expresso;1;7,28;7,28;Crédito;Balcão;6,0;4
100132;16/04/2025;Boa Viagem;Bebida quente;Latte;1;15,12;15,12;Débito;Balcão;8,7;5
100937;23/01/2025;Espinheiro;Bebida quente;Chá artesanal;4;9,00;36,00;Pix;Balcão;9,1;4
100687;23/06/2025;Recife Antigo;Doce;Bolo de rolo (fatia);1;15,20;15,20;Crédito;Balcão;7,5;4
100007;23/05/2025;Recife Antigo;Bebida quente;Chá artesanal;1;8,55;8,55;Crédito;Balcão;3,9;5
100206;25/01/2025;Espinheiro;Salgado;Pão de queijo;3;7,00;21,00;Crédito;App;10,6;3
101163;31/01/2025;Casa forte;Doce;Brownie;3;12,50;37,50;Pix;Balcão;6,4;5
101125;11/04/2025;Espinheiro;Salgado;Coxinha;2;9,50;19,00;Débito;App;0,0;5
100204;03/01/2025;Espinheiro;Bebida gelada;Cold brew;2;15,00;30,00;Pix;Balcão;9,5;4
101096;09/02/2025;Casa Forte;Bebida quente;Latte;2;13,50;27,00;Débito;Balcão;3,5;4
100522;28/01/2025;Boa Viagem;Salgado;Sanduíche natural;1;21,28;21,28;Pix;Balcão;12,5;5
100835;13/04/2025;Recife Antigo;Bebida quente;Cappuccino;4;11,40;45,60;Débito;Delivery;8,2;3
101085;16/05/2025;Espinheiro;Salgado;Tapioca;1;14,00;14,00;;Delivery;9,5;4
100028;28/01/2025;Casa Forte;Bebida quente;Chá artesanal;2;9,00;18,00;Dinheiro;Balcão;8,4;4
101093;16/02/2025;Boa Viagem;Bebida quente;Latte;1;15,12;15,12;Pix;Balcão;7,8;4
100716;12/04/2025;Casa Forte;Salgado;Pão de queijo;1;7,00;7,00;Débito;Balcão;10,0;5
100720;04/04/2025;Recife Antigo;Bebida quente;Café expresso;1;6,17;6,17;;Balcão;8,6;
100189;17/02/2025;Recife Antigo;Salgado;Coxinha;2;9,03;18,06;Crédito;Delivery;8,4;5
100108;18/01/2025;Espinheiro;Bebida gelada;Frappê;1;18,00;18,00;Pix;Balcão;3,3;3
101188;25/01/2025;Espinheiro;Bebida quente;Latte;1;13,50;13,50;Crédito;Delivery;5,2;5
100847;04/05/2025;Casa Forte;Bebida gelada;Frappê;3;18,00;54,00;Pix;App;3,8;
101128;29/04/2025;Boa Viagem;Bebida gelada;Cold brew;4;16,80;67,20;Crédito;Balcão;5,8;
100488;14/04/2025;Casa Forte;Salgado;Pão de queijo;1;7,00;7,00;Pix;Balcão;9,0;5
100022;25/06/2025;Casa Forte;Bebida gelada;Frappê;2;18,00;36,00;Crédito;Balcão;6,5;3
100870;15/05/2025;Casa Forte;Doce;Cartola;3;17,00;51,00;Dinheiro;Balcão;7,5;4
100304;05/06/2025;Recife Antigo;Bebida quente;Café expresso;1;6,17;6,17;Crédito;Balcão;4,7;5
101111;18/03/2025;BOA VIAGEM;Doce;Cookie;4;9,52;38,08;Débito;Balcão;5,5;4
100971;06/01/2025;Recife Antigo;Bebida gelada;Cold brew;2;14,25;28,50;Débito;Balcão;7,8;5
101013;22/06/2025;Espinheiro;Bebida quente;Latte;2;13,50;27,00;Crédito;Balcão;4,2;5
100093;10/03/2025;Recife Antigo;Doce;Cartola;1;16,15;16,15;Pix;Balcão;6,9;4
100552;02/02/2025;Casa Forte;Doce;Cartola;1;17,00;17,00;Débito;Balcão;3,4;5
100224;22/02/2025;Casa Forte;Salgado;Coxinha;2;9,50;19,00;Pix;Balcão;11,3;3
100890;03/03/2025;Recife Antigo;Bebida quente;Latte;1;12,82;12,82;Débito;Balcão;9,9;4
100555;12/02/2025;Casa Forte;Salgado;Sanduíche natural;1;19,00;19,00;Débito;Balcão;7,8;4
100682;04/01/2025;Casa Forte;Bebida quente;Latte;2;13,50;27,00;Pix;Balcão;2,9;4
100610;11/04/2025;Recife Antigo;Bebida quente;Café expresso;1;6,17;6,17;Pix;Balcão;6,7;5
100521;09/03/2025;Espinheiro;Bebida gelada;Suco de caju;1;11,00;11,00;Crédito;Delivery;6,9;5
100440;04/06/2025;Casa Forte;Bebida gelada;Água de coco;2;8,00;16,00;Crédito;Delivery;7,7;5
100450;08/01/2025;Espinheiro;Bebida quente;Latte;2;13,50;27,00;Pix;Balcão;6,1;3
100377;21/03/2025;Espinheiro;Bebida quente;Cappuccino;3;12,00;36,00;Débito;Balcão;5,5;3
100381;19/06/2025;Espinheiro;Bebida gelada;Frappê;4;18,00;72,00;;Balcão;4,2;5
100736;07/02/2025;Recife Antigo;Salgado;Sanduíche natural;3;18,05;54,15;Débito;Balcão;8,3;4
100628;12/04/2025;Espinheiro;Bebida gelada;Água de coco;1;8,00;8,00;;Balcão;7,3;4
100178;11/06/2025;Espinheiro;Salgado;Sanduíche natural;3;19,00;57,00;Crédito;Delivery;7,1;3
100993;08/02/2025;Recife Antigo;Salgado;Tapioca;3;13,30;39,90;Dinheiro;Balcão;9,5;5
100070;08/02/2025;Boa Viagem;Salgado;Sanduíche natural;2;21,28;42,56;Pix;Balcão;9,9;3
100955;10/06/2025;Casa Forte;Salgado;Pão de queijo;1;7,00;7,00;Crédito;Balcão;8,9;5
100833;03/05/2025;Boa Viagem;Bebida quente;Café expresso;3;7,28;21,84;Dinheiro;Delivery;3,5;5
100614;22/02/2025;Boa Viagem;Doce;Cartola;1;19,04;19,04;Dinheiro;Balcão;9,1;3
100711;03/05/2025;Boa Viagem;Salgado;Sanduíche natural;1;21,28;21,28;Pix;Balcão;7,1;
100128;19/01/2025;Boa Viagem;Salgado;Sanduíche natural;1;21,28;21,28;Dinheiro;Delivery;5,0;4
100774;02/01/2025;Recife Antigo;Bebida quente;Latte;2;12,82;25,64;Crédito;App;5,3;4
100869;07/02/2025;Boa Viagem;Doce;Bolo de rolo (fatia);4;17,92;71,68;Pix;Balcão;4,5;5
100048;04/05/2025;Recife Antigo;Bebida gelada;Frappê;3;17,10;51,30;Pix;Balcão;7,2;4
100749;02/06/2025;Recife Antigo;Bebida gelada;Suco de caju;1;10,45;10,45;Débito;Balcão;7,7;5
101078;25/04/2025;Espinheiro;Bebida quente;Chá artesanal;3;9,00;27,00;Débito;App;7,8;4
100087;25/03/2025;Espinheiro;Bebida quente;Chá artesanal;3;9,00;27,00;Débito;Balcão;3,7;
100663;16/01/2025;Espinheiro;Bebida quente;Café expresso;1;6,50;6,50;Pix;Delivery;2,4;5
100809;29/06/2025;Boa Viagem;Bebida quente;Café expresso;1;7,28;7,28;Pix;App;10,5;3
101114;28/06/2025;Boa Viagem;Bebida quente;Latte;2;15,12;30,24;Pix;Balcão;6,8;4
100458;23/05/2025;Espinheiro;Bebida quente;Latte;1;13,50;13,50;Pix;Balcão;5,5;5
100449;22/04/2025;Espinheiro;Bebida quente;Chá artesanal;2;9,00;18,00;Dinheiro;Delivery;5,5;5
100130;01/02/2025;Espinheiro;Bebida quente;Café expresso;4;6,50;26,00;Pix;Balcão;3,4;3
100963;24/01/2025;Casa Forte;Bebida quente;Café expresso;4;6,50;26,00;Dinheiro;App;6,1;4
100986;03/03/2025;Boa Viagem;Bebida quente;Cappuccino;1;13,44;13,44;Crédito;Balcão;10,1;4
100270;11/01/2025;Espinheiro;Salgado;Pão de queijo;2;7,00;14,00;Crédito;Balcão;11,4;5
100327;07/04/2025;Boa Viagem;Salgado;Tapioca;3;15,68;47,04;Crédito;Balcão;9,8;5
100915;22/06/2025;Recife Antigo;Bebida quente;Latte;2;12,82;25,64;Pix;Delivery;7,3;4
100800;14/05/2025;Casa Forte;Bebida gelada;Cold brew;1;15,00;15,00;Pix;App;5,6;5
100948;08/06/2025;Casa Forte;Bebida quente;Café expresso;2;6,50;13,00;Dinheiro;Delivery;4,8;4
101012;27/03/2025;Recife Antigo;Bebida quente;Chá artesanal;2;8,55;17,10;Débito;Balcão;5,0;4
100428;11/01/2025;Casa forte;Bebida quente;Latte;2;13,50;27,00;Crédito;Balcão;8,1;4
100688;17/05/2025;Espinheiro;Doce;Cartola;2;17,00;34,00;Pix;Balcão;10,3;
100741;21/01/2025;Casa Forte;Bebida quente;Café expresso;4;6,50;26,00;Pix;Delivery;5,3;5
100155;03/05/2025;Recife Antigo;Salgado;Coxinha;2;9,03;18,06;Pix;Balcão;7,6;3
101159;21/05/2025;Espinheiro;Bebida gelada;Água de coco;1;8,00;8,00;Crédito;Balcão;6,7;4
101052;19/02/2025;Casa Forte;Bebida quente;Café expresso;3;6,50;19,50;Pix;Balcão;6,9;
100566;18/05/2025;Boa Viagem;Bebida gelada;Frappê;4;20,16;80,64;Crédito;Balcão;5,0;5
100415;13/02/2025;Espinheiro;Doce;Brownie;1;12,50;12,50;Pix;App;7,8;5
100030;16/05/2025;Recife Antigo;Doce;Cookie;1;8,07;8,07;Crédito;Delivery;6,9;5
100586;02/02/2025;Recife Antigo;Bebida gelada;Cold brew;1;14,25;14,25;Débito;Delivery;4,3;4
101119;10/06/2025;Recife Antigo;Salgado;Coxinha;1;9,03;9,03;Crédito;Balcão;12,2;3
100447;21/04/2025;Recife Antigo;Salgado;Sanduíche natural;4;18,05;72,20;;Balcão;7,6;5
100778;21/05/2025;Casa Forte;Doce;Cookie;1;8,50;8,50;Crédito;Balcão;6,2;3
100194;28/01/2025;Casa Forte;Bebida gelada;Frappê;1;18,00;18,00;Pix;Balcão;7,0;5
100670;25/01/2025;Espinheiro;Salgado;Tapioca;4;14,00;56,00;Crédito;Balcão;8,9;5
101090;13/02/2025;Recife Antigo;Bebida quente;Café expresso;3;6,17;18,51;Pix;Balcão;6,6;5
101075;28/02/2025;Espinheiro;Doce;Bolo de rolo (fatia);2;16,00;32,00;Pix;Balcão;4,5;4
100914;28/06/2025;Boa Viagem;Bebida quente;Latte;2;15,12;30,24;Crédito;App;3,1;4
100179;17/05/2025;Boa Viagem;Bebida gelada;Água de coco;4;8,96;35,84;Pix;Delivery;10,0;3
101179;08/02/2025;Boa Viagem;Doce;Brownie;1;14,00;14,00;Crédito;Delivery;6,4;3
100423;10/01/2025;Recife Antigo;Salgado;Coxinha;4;9,03;36,12;Pix;Delivery;7,2;3
101076;09/04/2025;Espinheiro;Salgado;Pão de queijo;1;7,00;7,00;Débito;Balcão;4,7;3
100010;09/03/2025;Casa Forte;Bebida gelada;Frappê;1;18,00;18,00;Pix;Balcão;9,9;5
100354;26/03/2025;Espinheiro;Bebida quente;Chá artesanal;2;9,00;18,00;Crédito;Delivery;4,8;4
100067;24/02/2025;Espinheiro;Salgado;Coxinha;1;9,50;9,50;Dinheiro;Delivery;5,1;5
100612;25/06/2025;Boa Viagem;Bebida gelada;Cold brew;2;16,80;33,60;Pix;Balcão;3,7;4
100209;02/04/2025;Casa Forte;Bebida gelada;Frappê;2;18,00;36,00;Pix;Balcão;2,4;4
100145;18/02/2025;Casa Forte;Bebida gelada;Suco de caju;1;11,00;11,00;Débito;Balcão;6,6;5
100437;02/04/2025;Boa Viagem;Bebida quente;Chá artesanal;3;10,08;30,24;Débito;Balcão;6,7;3
100867;25/05/2025;Espinheiro;Doce;Cartola;2;17,00;34,00;Crédito;Balcão;4,8;4
100983;27/03/2025;Espinheiro;Bebida quente;Chá artesanal;2;9,00;18,00;Pix;Delivery;5,3;3
101138;10/01/2025;Espinheiro;Doce;Cartola;1;17,00;17,00;Pix;Balcão;6,7;3
100938;12/06/2025;Casa Forte;Bebida gelada;Cold brew;1;15,00;15,00;Débito;Delivery;9,5;5
100092;22/03/2025;Espinheiro;Bebida quente;Cappuccino;3;12,00;36,00;Dinheiro;Balcão;6,5;4
100549;20/03/2025;Espinheiro;Bebida quente;Cappuccino;1;12,00;12,00;Pix;Balcão;9,0;4
100214;10/05/2025;Casa Forte;Doce;Brownie;1;12,50;12,50;Crédito;Balcão;11,8;3
100359;19/04/2025;Recife Antigo;Bebida quente;Latte;2;12,82;25,64;Dinheiro;Delivery;5,9;3
100539;01/06/2025;Boa Viagem;Bebida gelada;Água de coco;1;8,96;8,96;Pix;Balcão;5,3;5
100852;05/06/2025;Boa Viagem;Doce;Brownie;2;14,00;28,00;Pix;Delivery;3,2;4
100195;02/02/2025;Boa Viagem;Bebida gelada;Suco de caju;3;12,32;36,96;Crédito;Delivery;2,7;4
100296;27/06/2025;Espinheiro;Salgado;Pão de queijo;1;7,00;7,00;Crédito;Balcão;10,0;3
101065;27/06/2025;Boa Viagem;Bebida quente;Latte;1;15,12;15,12;Pix;Balcão;6,0;
101132;18/01/2025;Boa Viagem;Bebida quente;Latte;1;15,12;15,12;Crédito;Balcão;6,0;5
100997;01/01/2025;Casa Forte;Bebida quente;Chá artesanal;3;9,00;27,00;Débito;Balcão;8,6;5
101000;12/01/2025;Espinheiro;Bebida quente;Chá artesanal;1;9,00;9,00;Dinheiro;App;4,4;5
100360;18/06/2025;Casa Forte;Bebida quente;Latte;4;13,50;54,00;Débito;Balcão;7,1;5
100478;26/04/2025;Boa Viagem;Salgado;Tapioca;3;15,68;47,04;Crédito;Balcão;11,2;5
100784;28/06/2025;Espinheiro;Bebida gelada;Água de coco;1;8,00;8,00;Pix;Balcão;6,6;5
100637;10/05/2025;Boa Viagem;Bebida quente;Latte;1;15,12;15,12;Débito;Delivery;7,0;5
101110;28/01/2025;boa viagem;Doce;Bolo de rolo (fatia);3;17,92;53,76;Pix;Delivery;7,3;5
100385;28/06/2025;Casa Forte;Bebida gelada;Água de coco;4;8,00;32,00;Pix;Balcão;5,8;4
100188;16/05/2025;Casa Forte;Bebida quente;Chá artesanal;2;9,00;18,00;Pix;App;7,2;
100537;30/01/2025;Boa Viagem;Bebida quente;Café expresso;1;7,28;7,28;Crédito;Balcão;4,5;4
100086;11/05/2025;Espinheiro;Bebida quente;Chá artesanal;2;9,00;18,00;Pix;Balcão;8,4;
100034;27/03/2025;boa viagem;Bebida quente;Cappuccino;1;13,44;13,44;Pix;Balcão;8,0;5
100199;26/02/2025;Recife Antigo;Doce;Brownie;1;11,88;11,88;Crédito;Delivery;6,4;4
100529;26/02/2025;Boa Viagem;Bebida gelada;Frappê;3;20,16;60,48;Débito;Balcão;6,6;4
100902;09/01/2025;Recife Antigo;Salgado;Coxinha;1;9,03;9,03;Crédito;Balcão;10,5;5
101097;28/05/2025;Espinheiro;Bebida quente;Café expresso;1;6,50;6,50;Crédito;Balcão;9,6;5
100347;15/02/2025;Recife Antigo;Bebida quente;Cappuccino;1;11,40;11,40;Pix;Delivery;6,1;5
100591;23/03/2025;Boa Viagem;Doce;Brownie;4;14,00;56,00;Crédito;App;8,2;5
100400;24/02/2025;Casa Forte;Bebida quente;Chá artesanal;2;9,00;18,00;Débito;Balcão;3,3;4
100045;26/05/2025;Recife Antigo;Bebida quente;Cappuccino;1;11,40;11,40;Crédito;Balcão;6,8;5
100477;21/04/2025;Espinheiro;Bebida quente;Cappuccino;2;12,00;24,00;Pix;App;5,9;4
101028;14/05/2025;Espinheiro;Doce;Bolo de rolo (fatia);1;16,00;16,00;Pix;Delivery;4,3;5
100808;03/04/2025;Casa Forte;Bebida quente;Chá artesanal;2;9,00;18,00;Crédito;Delivery;9,0;
100487;10/02/2025;Boa Viagem;Bebida quente;Café expresso;2;7,28;14,56;Pix;Balcão;6,9;4
101091;27/04/2025;Boa Viagem;Bebida gelada;Cold brew;3;16,80;50,40;Crédito;App;6,1;
100626;24/05/2025;Casa forte;Salgado;Coxinha;1;9,50;9,50;Pix;Delivery;7,8;4
100000;21/05/2025;Casa Forte;Bebida gelada;Frappê;3;18,00;54,00;Pix;Delivery;5,7;3
100689;08/04/2025;Casa Forte;Bebida gelada;Cold brew;2;15,00;30,00;Pix;Delivery;6,9;5
100548;17/05/2025;Boa Viagem ;Bebida quente;Latte;1;15,12;15,12;Pix;Balcão;4,8;4
100421;07/01/2025;Casa Forte;Salgado;Pão de queijo;1;7,00;7,00;Pix;Balcão;8,6;5
100505;25/05/2025;Recife Antigo;Bebida quente;Chá artesanal;4;8,55;34,20;Crédito;Balcão;4,7;4
100723;23/06/2025;Boa Viagem;Doce;Cookie;3;9,52;28,56;Dinheiro;App;10,8;4
100600;28/03/2025;Espinheiro;Doce;Brownie;3;12,50;37,50;Crédito;App;9,8;5
100729;04/04/2025;Casa Forte;Bebida gelada;Água de coco;3;8,00;24,00;Crédito;Balcão;2,2;4
100101;07/05/2025;Boa Viagem;Bebida quente;Latte;4;15,12;60,48;Pix;Balcão;8,4;4
100445;10/05/2025;Recife Antigo;Bebida quente;Chá artesanal;2;8,55;17,10;Pix;Delivery;6,9;4
100039;02/05/2025;Casa Forte;Bebida gelada;Frappê;4;18,00;72,00;Crédito;Balcão;5,0;5
100895;09/06/2025;Espinheiro;Bebida quente;Cappuccino;2;12,00;24,00;Débito;Balcão;4,0;5
100016;11/04/2025;Boa Viagem;Salgado;Tapioca;2;15,68;31,36;Débito;Balcão;4,2;3
100747;20/03/2025;Casa forte;Salgado;Tapioca;1;14,00;14,00;Débito;Delivery;8,5;3
100427;03/06/2025;Espinheiro;Bebida quente;Latte;1;13,50;13,50;Pix;Balcão;4,7;4
100825;04/01/2025;Casa Forte;Salgado;Pão de queijo;;7,00;7,00;Crédito;Balcão;7,9;5
100148;21/03/2025;Boa Viagem;Bebida quente;Latte;1;15,12;15,12;Pix;Balcão;6,1;4
100992;24/05/2025;Casa Forte;Bebida quente;Latte;1;13,50;13,50;Pix;App;7,2;3
100177;29/06/2025;Casa forte;Bebida gelada;Cold brew;1;15,00;15,00;Crédito;Balcão;7,8;4
100136;23/06/2025;Recife Antigo;Bebida quente;Chá artesanal;1;8,55;8,55;Pix;Balcão;8,5;4
100336;18/01/2025;Recife Antigo;Doce;Bolo de rolo (fatia);2;15,20;30,40;Pix;Delivery;6,7;
100740;01/01/2025;Boa Viagem;Bebida quente;Cappuccino;3;13,44;40,32;Dinheiro;Balcão;5,2;4
100118;20/03/2025;Espinheiro;Bebida quente;Latte;2;13,50;27,00;Crédito;Balcão;3,5;5
101059;08/05/2025;Casa Forte;Bebida quente;Café expresso;1;6,50;6,50;Crédito;Balcão;7,6;4
101074;04/06/2025;Boa Viagem;Bebida gelada;Cold brew;1;16,80;16,80;Crédito;Balcão;6,2;
101134;27/06/2025;Boa Viagem;Bebida quente;Latte;4;15,12;60,48;Dinheiro;Delivery;4,0;5
100675;13/03/2025;Casa Forte;Bebida gelada;Água de coco;1;8,00;8,00;Crédito;Balcão;7,5;5
100064;26/04/2025;Boa Viagem;Bebida quente;Café expresso;1;7,28;7,28;;Balcão;7,7;5
100712;28/05/2025;Espinheiro;Bebida quente;Latte;2;13,50;27,00;Pix;Balcão;7,9;5
100620;21/05/2025;Espinheiro;Bebida quente;Latte;1;13,50;13,50;Pix;App;7,6;4
100112;25/02/2025;Espinheiro;Doce;Cookie;1;8,50;8,50;Crédito;Balcão;4,5;4
100192;23/01/2025;Boa Viagem;Bebida gelada;Cold brew;2;16,80;33,60;Dinheiro;Delivery;5,3;5
100763;26/01/2025;Espinheiro;Bebida gelada;Água de coco;2;8,00;16,00;Crédito;Balcão;10,4;4
100393;04/05/2025;Casa Forte;Bebida quente;Café expresso;2;6,50;13,00;Dinheiro;Balcão;7,2;4
100664;03/03/2025;Boa Viagem;Bebida gelada;Suco de caju;2;12,32;24,64;Débito;Balcão;7,8;5
100958;30/03/2025;Espinheiro;Bebida quente;Latte;4;13,50;54,00;Pix;Balcão;7,0;4
100928;16/04/2025;Boa Viagem;Bebida quente;Café expresso;3;7,28;21,84;Débito;Balcão;7,5;
100459;26/04/2025;Recife Antigo;Salgado;Pão de queijo;1;6,65;6,65;Crédito;Balcão;12,4;5
100752;14/02/2025;Boa Viagem;Salgado;Pão de queijo;1;7,84;7,84;Crédito;Balcão;5,4;3
100041;31/05/2025;Casa Forte;Bebida quente;Chá artesanal;3;9,00;27,00;Débito;Delivery;;4
100211;16/04/2025;Boa Viagem;Bebida gelada;Suco de caju;1;12,32;12,32;Pix;Delivery;4,7;4
100186;09/03/2025;Recife Antigo;Bebida gelada;Água de coco;2;7,60;15,20;Pix;Balcão;2,4;3
100124;08/01/2025;Casa Forte;Bebida quente;Cappuccino;3;12,00;36,00;Crédito;Balcão;9,4;4
100358;30/03/2025;Casa Forte;Salgado;Coxinha;2;9,50;19,00;Crédito;App;11,9;4
100152;26/01/2025;Recife Antigo;Salgado;Tapioca;2;13,30;26,60;Débito;Delivery;6,6;4
100297;25/05/2025;Casa Forte;Bebida gelada;Cold brew;2;15,00;30,00;Débito;App;2,8;3
100471;28/03/2025;Boa Viagem;Bebida gelada;Água de coco;1;8,96;8,96;Pix;Delivery;9,2;5
101063;24/04/2025;Espinheiro;Doce;Brownie;1;12,50;12,50;Débito;Balcão;6,7;4
100246;20/04/2025;boa viagem;Bebida gelada;Suco de caju;4;12,32;49,28;Crédito;Delivery;5,0;3
100005;27/06/2025;boa viagem;Bebida quente;Café expresso;1;7,28;7,28;Pix;Balcão;5,1;4
100979;03/02/2025;Boa Viagem;Bebida quente;Chá artesanal;4;10,08;40,32;Débito;Balcão;8,9;
100046;12/03/2025;Espinheiro;Bebida quente;Chá artesanal;1;9,00;9,00;Pix;Balcão;6,9;4
100301;25/01/2025;Boa Viagem;Bebida gelada;Água de coco;2;8,96;17,92;Crédito;Delivery;8,4;4
100618;23/01/2025;Casa Forte;Bebida quente;Café expresso;;6,50;13,00;Pix;App;5,1;4
100465;07/05/2025;Boa Viagem;Bebida gelada;Cold brew;2;16,80;33,60;Pix;Balcão;8,4;3
100410;01/05/2025;Casa Forte;Bebida gelada;Cold brew;1;15,00;15,00;Pix;Balcão;6,0;4
101027;08/03/2025;Boa Viagem;Bebida quente;Cappuccino;4;13,44;53,76;Débito;Delivery;6,1;4
100901;16/02/2025;Recife Antigo;Bebida gelada;Água de coco;1;7,60;7,60;Pix;Balcão;9,2;4
100509;21/01/2025;Recife Antigo;Bebida quente;Latte;3;12,82;38,46;Crédito;Balcão;7,7;4
101073;19/06/2025;Espinheiro;Salgado;Sanduíche natural;1;19,00;19,00;Pix;Balcão;9,5;4
100669;15/03/2025;Boa Viagem;Doce;Cookie;1;9,52;9,52;Pix;Balcão;6,9;5
100843;15/03/2025;Casa Forte;Bebida quente;Cappuccino;2;12,00;24,00;Pix;Balcão;10,3;4
100721;20/03/2025;Boa Viagem;Salgado;Coxinha;1;10,64;10,64;Débito;Delivery;9,9;4
100811;04/01/2025;Recife Antigo;Doce;Cookie;1;8,07;8,07;Crédito;Delivery;4,8;5
100894;17/05/2025;Recife Antigo;Salgado;Tapioca;1;13,30;13,30;Crédito;Balcão;7,9;4
100744;03/04/2025;Boa Viagem;Salgado;Pão de queijo;2;7,84;15,68;Dinheiro;Balcão;14,7;5
100312;12/02/2025;Boa Viagem;Salgado;Sanduíche natural;2;21,28;42,56;Débito;Balcão;9,6;5
100264;16/06/2025;Casa Forte;Bebida quente;Café expresso;4;6,50;26,00;Crédito;Balcão;4,8;3
100387;22/06/2025;Boa Viagem;Bebida gelada;Cold brew;2;16,80;33,60;Pix;Delivery;5,8;4
100722;07/01/2025;Boa Viagem;Bebida quente;Cappuccino;1;13,44;13,44;Crédito;Delivery;6,5;3
100170;22/02/2025;Recife Antigo;Bebida quente;Cappuccino;1;11,40;11,40;Crédito;Balcão;7,9;5
100247;16/03/2025;Boa Viagem;Bebida quente;Café expresso;4;7,28;29,12;Débito;Balcão;4,7;5
101037;16/03/2025;Boa Viagem;Salgado;Tapioca;1;15,68;15,68;Crédito;Balcão;10,2;5
100229;19/01/2025;BOA VIAGEM;Doce;Bolo de rolo (fatia);2;17,92;35,84;Pix;Balcão;2,9;4
100116;18/05/2025;Casa Forte;Bebida quente;Cappuccino;1;12,00;12,00;Pix;Balcão;8,2;3
100649;06/01/2025;Espinheiro;Salgado;Pão de queijo;4;7,00;28,00;Crédito;Balcão;11,5;5
100570;03/03/2025;Casa Forte;Bebida gelada;Cold brew;1;15,00;15,00;Pix;Balcão;8,9;5
101184;01/02/2025;Recife Antigo;Bebida gelada;Cold brew;4;14,25;57,00;Débito;Balcão;2,4;3
100420;29/04/2025;Recife Antigo;Bebida quente;Latte;2;12,82;25,64;Crédito;Balcão;7,4;4
100593;19/04/2025;Boa Viagem;Salgado;Pão de queijo;1;7,84;7,84;Pix;Delivery;6,2;5
100762;09/01/2025;Recife Antigo;Bebida gelada;Água de coco;2;7,60;15,20;Crédito;Balcão;3,5;4
100805;26/01/2025;Casa Forte;Bebida gelada;Suco de caju;1;11,00;11,00;Crédito;Delivery;4,8;5
100606;07/06/2025;Boa Viagem;Bebida gelada;Suco de caju;1;12,32;12,32;Pix;Delivery;3,9;5
100944;23/03/2025;Boa Viagem;Bebida quente;Café expresso;2;7,28;14,56;Pix;Balcão;8,5;4
100078;12/04/2025;Casa Forte;Salgado;Sanduíche natural;1;19,00;19,00;Débito;App;4,0;5
100109;13/06/2025;Espinheiro;Salgado;Coxinha;2;9,50;19,00;Pix;Balcão;7,7;3
100457;24/03/2025;Boa Viagem;Bebida quente;Latte;2;15,12;30,24;Pix;Balcão;4,4;5
100777;30/01/2025;Recife Antigo;Bebida quente;Café expresso;1;6,17;6,17;Crédito;Balcão;5,3;4
